ID,Type,Title,Abstract,Primary Author,Link,Primary Affiliation,CoAuthors,year
724,Contributed Poster,Identifying Differences in Diagnostic Skills between Physics Students: Developing a Rubric,"Expert problem solvers are characterized by continuous evaluation of their progress towards a solution. One characteristic of expertise is self-diagnosis directed towards elaboration of the solvers conceptual understanding, knowledge organization or strategic approach. Self-diagnosis tasks aim at fostering diagnostic behavior by explicitly requiring students to present diagnosis as part of the activity of reviewing their problem solutions. We have been investigating how introductory physics students perform in such tasks.  
Developing a robust rubric is essential for objective evaluation of students' self-diagnosis skills. We discuss the development of a grading rubric that takes into account introductory physics students' content knowledge as well as analysis, planning and presentation skills. Using this rubric, we have found the inter-rater reliability to be better than 80%. The rubric can easily be adapted to other problems.

Supported by ISF 1283/05 and NSF DUE-0442087",Andrew Mason,http://www.per-central.org/perc/2008/detail.cfm?ID=724,University of Pittsburgh,"Elisheva Cohen and Edit Yerushalmi,
Weizmann Institute of Science, Israel;
Chandralekha Singh, University of Pittsburgh",2008
725,Contributed Poster,Identifying Differences in Self-Diagnosis with Alternative Scaffolding,"Self-diagnosis tasks aim at fostering diagnostic behavior by explicitly requiring students to present diagnosis as part of the activity of reviewing their problem solutions. We have been investigating the extent to which introductory physics students can diagnose their own mistakes when explicitly asked to do so with different levels of scaffolding support provided to them. In our study in an introductory physics class with more than 200 students, the recitation classes were split into three different experimental groups in which different levels of guidance was provided for performing the self-diagnosis activities. We will present our findings regarding how well students were able to self-diagnose their mistakes in the three experimental groups. 

Supported by ISF 1283/05 and NSF DUE-0442087",Edit Yerushalmi,http://www.per-central.org/perc/2008/detail.cfm?ID=725,"Weizmann Institute of Science, Israel","Elisheva Cohen, Weizmann Institute, Israel;
Andrew Mason and Chandralekha Singh, University of Pittsburgh",2008
762,Contributed Poster,Identifying Student Difficulty in Problem Solving Process via the Framework of the House Model(HM),"Recently, many students have been losing their interest in physics. One of the essential reasons why students look away from physics is the fact that they face difficulty in solving physics problems. Since mechanics is a fundamental subject in physics, many researchers have studied how students learn mechanics and solve problems related to mechanics. However, there is little research on the students' specific difficulties in the process of problem solving. This study investigated students specific difficulties (with degrees of difficulties) and the core sources of these difficulties. Twenty-five university students who majored in physics education participated in this study. We have developed a framework, the House Model, for helping and analyzing students' problem solving. We found that students felt greater difficulty in planning and executing steps than in visualizing, knowing and finding steps. As the problems grew in difficulty, this pattern became more distinct. We will also describe the sources of the students difficulties and discuss the educational implications of these results.",Taejin Byun,http://www.per-central.org/perc/2008/detail.cfm?ID=762,Seoul National University,"Yongwook Cheong, Sangwoo Ha and Gyoungho Lee, Seoul National University",2008
787,Contributed Poster,Identifying and Addressing Partial Differentiation Difficulties in Calculus and Thermodynamics,"We have reported previously that upper-level thermodynamics students demonstrate an inability to correctly equate the mixed second-order partial derivatives of the state function of volume (nonzero quantities in general), arguing instead that these derivatives must identically equal zero.[1]  Here we document the presence of this difficulty among students enrolled in a multivariable calculus course.  Data were gathered via diagnostic questions structurally identical to those administered in the thermodynamics course, yet devoid of physical context.  We additionally present a guided-inquiry tutorial sequence that was specifically developed to address this and related student difficulties with partial derivatives encountered in our research.  The sequence uses a graphical interpretation of partial derivatives in the context of an ideal gas P-V-T surface to bridge the abstract mathematical concepts with concrete physical properties.  Preliminary results indicate that the sequence effectively addresses the above difficulty, and also positively impacts student performance on related topics.

Research supported in part by NSF Grants #PHY-0406764 and #REC-0633951, and by the Maine Academic Prominence Initiative
1 B.R. Bucy et al., 2006 Phys. Educ. Res. Proc. 883, 157 (2007).",Brandon R. Bucy,http://www.per-central.org/perc/2008/detail.cfm?ID=787,The University of Maine,"John R. Thompson, The University of Maine, Orono, ME, john.thompson@umit.maine.edu

Donald B. Mountcastle, The University of Maine, Orono, ME, thermostatprof@yahoo.com",2008
775,Contributed Poster,Impact of the FIU PhysTEC Reform of Introductory Physics Labs ,"We report results from a study of pre and post assessments of students enrolled in reformed and non-reformed introductory physics laboratory sections. The goal of the study was to assess the results of the impact of Florida International Universitys (FIU) PhysTEC reform of introductory physics labs.  Prospective pre-service teachers were trained and placed in six lab sections serving as undergraduate Learning Assistants (LAs) and implementing tutorial-based curriculum. LAs facilitated epistemological and metacognitive discussions designed to challenge and then refine student understanding of physics concepts. Conceptual understanding and beliefs about physics of students in the six reform sections were compared with students enrolled in non-reformed laboratory settings. Students completed the Force Concept Inventory (FCI) [1], the Maryland Physics Expectation Survey (MPEX 2) [2], and common exam questions embedded in the exams for their regular physics classes. Results of the study and measured impact of lab reform will be presented.",Leanne Wells,http://www.per-central.org/perc/2008/detail.cfm?ID=775,Florida International University,"Ramona Valenzuela (Florida International University, Ramona.Valenzuela@fiu.edu), Eric Brewe (Florida International University, Eric.Brewe@fiu.edu), Laird Kramer (Florida International University, Laird.Kramer@fiu.edu), George OBrien (Florida International University, obrieng@fiu.edu), Edgardo Zamalloa (FIU Alumnus, edgardo.zamalloa@gmail.com)",2008
781,Contributed Poster,Implementing Tutorials in Introductory Physics in an International Context: The Effect of Language,"Tutorials in Introductory Physics from the University of Washington have become widely recognized as one of the more successful educational strategies for teaching physics. They were originally developed in English and have been translated to different languages. Instructors in non-English speaking countries wanting to implement Tutorials therefore have a choice between using the materials in the original English versions, and consequently teaching in a language other than the native language of most of their students, or using translations into the local language.  We present two experiences: a large private university in Mexico and a small public university in Germany, both of which use the Tutorials as the main strategy for physics courses. Through analysis of empirical data on student performance, we have been investigating to what extent the effectiveness of such materials is affected by their translation when the instruction is in the local language or by the non-native language capabilities of the participating students when the instruction is in English.",Genaro Zavala,http://www.per-central.org/perc/2008/detail.cfm?ID=781,"Tecnologico de Monterrey, Campus Monterrey","Christian H. Kautz, Hamburg University of Technology",2008
769,Contributed Poster,Implementing Tutorials in a Statistical Physics Course,"Statistical Physics is an intermediate course for engineering physics students at Tecnologico de Monterrey in Monterrey, Mexico. Prior to this course, students have taken a traditional lecture-based introductory course in thermal physics and a thermodynamics course focused on thermal processes. In order to review some important required concepts at the beginning of the course, such as the behavior of an ideal gas and the First Law of Thermodynamics, two Tutorials designed by the Physics Education Group  at the University of Washington have been used. In this implementation, students have taken the pre- and post-tests recommended by the authors, have worked on the Tutorials assisted by qualified teaching assistants and have solved tutorial problems in cooperative groups. We present the results of the implementation and contrast them to previous results reported by the authors of these particular Tutorials when used by US students.",Hugo Alarcon,http://www.per-central.org/perc/2008/detail.cfm?ID=769,Tecnologico de Monterrey,"Alejandro Mijangos,
Tecnologico de Monterrey;

Juan J. Velarde-Maga�a,
Tecnologico de Monterrey",2008
722,Contributed Poster,Institutionalizing Change: Case Studies & Institutional Analysis of Pedagogical Reform in Intro Phys,"We examine how the University of Colorado has created a sustained use of a research-based curriculum in two courses simultaneously, despite the significant increases in cost and time commitment. The adoption of the research-based University of Washington Tutorials in Introductory Physics [1] curriculum required significant pedagogical shifts in the role of students, faculty and their interactions. We describe both successful and unsuccessful hand-offs of the curriculum to professors from traditional physics research disciplines.[2] Through faculty interviews, we capture a shift in how professors talk about this curriculum, as well as their views about teaching and learning physics before and after they implement the tutorial curriculum. We find that teaching with the Tutorial curriculum can result in shifts in professors' views about teaching and learning physics, although this does not always happen. We describe characteristics of the professor's participation in implementing this curriculum and in the professor's background in order to make sense of when we do and do not see shifts.

[1] L. C. McDermott and P. S. Shaffer, Tutorials in Introductory Physics (Prentice-Hall, Upper Saddle River, NJ, 2002).

[2] N. D. Finkelstein and S. J. Pollock, Replicating and understanding successful innovations: Implementing tutorials in introductory physics, Phys. Rev. ST Physics Ed. Research 1, 010101 (2005).",Chandra Turpen,http://www.per-central.org/perc/2008/detail.cfm?ID=722,University of Colorado at Boulder,"Noah D. Finkelstein
University of Colorado at Boulder",2008
770,Contributed Poster,Interactive Problem Solving Tutorials through Visual Programming,"We have used LabVIEW visual programming to build an interactive tutorial to promote conceptual understanding in physics problem solving. This programming environment is able to offer a web-accessible problem solving experience that enables students to work at their own pace and receive feedback. Intuitive graphical symbols, modular structures and the ability to create templates are just a few of the advantages this software has to offer. The architecture of an application can be designed in a way that allows instructors with little knowledge of LabVIEW to easily personalize it. Both the physics solution and the interactive pedagogy can be visually programmed in LabVIEW. Our physics pedagogy approach is that of cognitive apprenticeship, in that the tutorial guides students to develop conceptual understanding and physical insight into phenomena, rather than purely formula-based solutions.  We demonstrate how this model is reflected in the design and programming of the interactive tutorials.",Lucian Undreiu,http://www.per-central.org/perc/2008/detail.cfm?ID=770,UVA Wise,"David Schuster, Western Michigan University
1903 West Michigan Avenue, MS 5252
Kalamazoo, MI 49008-5252 
Phone: 269 387-5844 
david.schuster@wmich.edu

Adriana Undreiu, Western Michigan University
1903 West Michigan Avenue, 
Kalamazoo, MI 49008-5252 
Phone: 269 387-5844 
adriana.undreiu@wmich.edu",2008
712,Contributed Poster,Involving Undergraduate Researchers in PER,"The physics program at Chicago State University (CSU) is currently involved in making major revisions to the introductory physics courses as a result of funding from the National Science Foundation - Course, Curriculum, and Laboratory Improvement (CCLI) Program. Underlying these revisions is a strong research component that seeks to assess the effectiveness of these instructional innovations. 
This project has involved over half the faculty in the Physics Program and over ten student researchers who received degrees or are currently pursuing degrees in science. These students have been involved in curriculum development, research on student learning, and work as laboratory and classroom facilitators. Because of the large scope of departmental involvement the project has evolved into a community endeavor in which both faculty and students play an active role in program innovations. 
In this poster we discuss how undergraduates have been involved in the project and describe the benefits of involving science majors in education research.

Supported by NSF DUE-0410068, DUE 0632563, 0618128",Mel S. Sabella,http://www.per-central.org/perc/2008/detail.cfm?ID=712,Chicago State University,,2008
804,Contributed Poster,Latent Response Times and Cognitive Processing on the FMCE,"Latent response analysis of students answering questions on an on-line administration of the Force and Motion Conceptual Evaluation (FMCE) provides information on student reading patterns and the role of mental models. Regression analysis shows that response times are related to group and specific question text, but not to text or graphs in answer choices, indicating that students consistently read through the former but not the later. Response times also provide information on student use of mental models. Instruction reduced response times on responses consistent with Newtons laws while alternative concepts were unchanged. Among students who utilized both Newtonian and alternative concepts, no evidence was seen for activation of both models on the same question.",Scott Bonham,http://www.per-central.org/perc/2008/detail.cfm?ID=804,Western Kentucky University,,2008
821,Contributed Poster,Learning Problem-Solving Using Formative Assessment Rubrics,"In our introductory calculus based physics class, students learn to solve and assess problems using rubrics. The problems are complex, involving multiple concepts and stages (for example, using conservation of momentum and conservation of energy, in different stages). The rubrics have detailed but generic descriptors for different categories: physics concepts, representations, modeling the situation, problem-solving machinery, and reasonableness of answer. At previous meetings, we have shown that students improve upon evaluation abilities and learn to successfully use the rubrics for peer- and self-assessment, if they are also provided with taxonomies that connect the rubric items with a specific problem. In this poster, we first explore the effects of making the assessment more formative: how do students perform if they have to solve a problem, write a taxonomy, self-assess their work, and then revise their solution based on their taxonomy and self-assessment? We also discuss students' perceptions of the rubrics.",Sahana Murthy,http://www.per-central.org/perc/2008/detail.cfm?ID=821,Massachusetts Institute of Technology,,2008
761,Contributed Poster,Mind the Gap Please,"In a 2005 American Institute of Physics report, Ivie and Ray showed that 46% of the students taking physics at the high school level are women. Yet, only 22% of the bachelor's degrees in physics are awarded to women. Often referred to as the leaky pipeline, it is evident that a large hole exists between high school and college. This investigation will examine how the gender learning gap, the difference in learning gains experienced by men and women, affects participation of women in high school physics. We will present an overview of the investigation study design including the interview protocol, focusing on the persistence of high school women in physics, epistemological surveys, and pre/post diagnostics to be used in evaluating the actual and perceived learning gap. The presentation will include a discussion of the issues that were considered in creating the study design.",Vashti Sawtelle,http://www.per-central.org/perc/2008/detail.cfm?ID=761,Florida International University,"Eric Brewe, Florida International University, eric.brewe@gmail.com;

Jeffery M. Saul, Florida International University, 
saulj@fiu.edu",2008
750,Contributed Poster,Network Analysis of Social Interactions in Laboratories,"An introduction to techniques of network analysis, based upon graph theory and statistics, is presented.  These techniques allow rigorous quantification and hypothesis-testing of the interactions inherent in social groups.  For example, the impact of stable intrinsic characteristics of individuals on their social interactions may be determined.  Some aspects of network analysis which are useful for physics education are reviewed, along with several examples using data from videotaped laboratory groups.",Aaron Warren,http://www.per-central.org/perc/2008/detail.cfm?ID=750,Purdue University North Central,,2008
760,Contributed Poster,New Media and Models for Engaging Under-Represented Students in Science,"We describe the University of Colorado Partnerships for Informal Science Education in the Community (PISEC) program in which university volunteers participate in classroom and after school science activities with K-12 students in the local community.  We use technology in innovative ways to engage the students and teach about science, and the nature of science.  Across several different K-12 environments, we use stop action motion (SAM) movies [1] and simulations from the physics education technology project (PhET) [2] in which the students can creatively show and tell their understanding of the science.  This provides an alternative way for reluctant or ESL students who may have trouble writing their ideas.  We present the model of university community partnership, and demonstrate its utility in a case study one 3rd grade student learning about velocity and acceleration.

[1] Center for Engineering Education and Outreach, Tufts University, Stop Action Motion Animation, http://www.samanimation.com

[2] Physics Education Technology Project, University of Colorado, http://phet.colorado.edu",Laurel M. Mayhew,http://www.per-central.org/perc/2008/detail.cfm?ID=760,"JILA/Department of Physics, University of Colorado at Boulder","Noah Finkelstein
Department of Physics
University of Colorado at Boulder
finkelsn@Colorado.EDU",2008
768,Contributed Poster,Ontologies of Physics Concepts: A Toy Model,"A prominent approach towards understanding the source of naive misconceptions in science argues that misconceptions arise due to novices' commitment to categorizing physics processes (such as heat, current) as substances and that there is a significant cognitive barrier to re-categorizing these concepts correctly [1]. Methodologically, this approach assumes a one-to-one correspondence between verbal expression and ontology in the mind. Previously, we have used this methodology to show that expert as well as novice reasoning of a concept is not constrained within a single ontological category [2]. Here we present an alternative way to model students' ontologies, without the assumption binding verbal expression directly to ontologies. We model a graduate student's reasoning about heat in terms of the conceptual resources [3] that she uses. We claim that clusters of closely-associated resources activated in the moment reflect her ontology of heat and explore how her epistemological stance influences her ontology of heat over the course of her explanation*.

FOOTNOTES: [1] Chi, M. T. H., Slotta, J., & de Leeuw., N. (1994). Learning & Instruction, 4, 27-43; Slotta, J., & Chi,  M. T. H., (2006). Cog. & Instr. 24, 261-289.
[2] Gupta, A., Hammer, D., & Redish, E. F. (In Press). Proceedings of International Conference of the Learning Sciences 2008, In Press.
[3] Hammer, D., Elby, A., Scherr, R. E., & Redish, E. F. (2004). Resources, framing, and transfer, in Transfer of Learning: Research and Perspectives, J. Mestre, ed. (Information Age Publishing).
*This research is supported by NSF grants REC 04-40113 & DUE 05-24987",Ayush Gupta,http://www.per-central.org/perc/2008/detail.cfm?ID=768,"Department of Physics, University of Maryland, College Park, MD 20742.","David Hammer, Departments of Physics and Curriculum & Instruction, University of Maryland, College Park, MD 20742. Email: davidham@umd.edu
E. F. Redish, Departments of Physics and Curriculum & Instruction, University of Maryland, College Park, MD 20742. Email: redish@umd.edu",2008
796,Contributed Poster,Physics Education Research with Diverse Student Populations ,"In the last decade, the results of Physics Education Research (PER) and research-based instructional materials have been disseminated from traditional research universities to a wide variety of colleges and universities. Nevertheless, the ways in which different institutions implement these materials depend on their students and their circumstances.  Despite the fact that the use of these materials is so prevalent there is little research on the effectiveness of these materials with different populations of students.  This poster compares pretest data on different topics of mechanics for students in elite research universities and underprepared students in four-year colleges and universities. I seek to identify effective practices as well as continuing challenges to improve physics education for diverse undergraduate students.",Homeyra Sadaghiani,http://www.per-central.org/perc/2008/detail.cfm?ID=796,Cal Poly Pomona,,2008
798,Contributed Poster,Pre-Service Teachers' Conceptual Understanding of and Attitudes toward Physics,"We report on a preliminary study of pre-service education majors, their conceptual understanding of physics principles, and their attitudes toward science.  About 50 students participated in an intensive three-week interim course on descriptive physics. Participants included elementary education, special education, and multiple abilities majors, but no secondary education majors. Teaching methods were highly interactive.  Topics covered included forces and motion, energy, electricity, sound and light.  Although students had a very low FCI score on the pretest, their gains after just a week of instruction were impressive (Hake gain = 0.28).  Results of a post-course attitude survey (CLASS) will be presented, and plans for further study of this important set of students will be outlined.",Stan Jones,http://www.per-central.org/perc/2008/detail.cfm?ID=798,The University of Alabama,"Charlotte E. Horton
The University of Alabama",2008
773,Contributed Poster,Preliminary Study of Impulse-Momentum Diagrams,"In this paper, we present a new representation to help students learn about momentum, impulse and conservation of momentum.  We call this representation an Impulse-Momentum Diagram.  We include a description of these diagrams as well as examples on how instructors can use them in the classroom.  Next, we present preliminary quantitative and qualitative data on a study where students used these representations to learn the previous physics concepts.  Our final analysis shows how students benefit from these representations.",David Rosengrant,http://www.per-central.org/perc/2008/detail.cfm?ID=773,Kennesaw State University,"Taha Mzoughi
Kennesaw State University",2008
757,Contributed Poster,Probing Student Online Discussion Behavior with a Course Blog in Introductory Physics,"Since the fall of 2005 a course blog has been used in introductory physics courses at Creighton University to discuss real-world applications of physics and engage students in discussion and thinking outside of class. Specifically, the blog was created to address elements of the ""hidden curriculum"" that are difficult to cover in class. Previous work showed that students who posted to and read the blog did not suffer a deterioration in attitude/expectations as seen elsewhere using the MPEX or CLASS instrument. Here we analyze the content of student posts to the blog along several dimensions: student interactivity, self-disclosure of previous knowledge, integration of outside information, and links made between posts and specific physical concepts. Students' online discussion behavior is analyzed and compared to the results on standard assessment instruments like the FCI, CSEM, and DIRECT tests to determine if discussion behavior is linked to student learning. We also present gender differences in student's online discussion behaviors.",Gintaras K. Duda,http://www.per-central.org/perc/2008/detail.cfm?ID=757,Creighton University,"Katherine Garrett, Creighton University
2500 California Plaza
Omaha, NE 68178
KatherineGarrett@creighton.edu",2008
792,Contributed Poster,"Reasoning Modes, Knowledge Elements, and Their Interplay in Optics Problem-Solving","We have investigated how students tackle problems in geometric optics involving ray construction, to try to understand the nature and origin of the surprisingly wide variety of students solution attempts. We find that students use various reasoning modes and knowledge elements in conjunction. Their thinking may usefully be described as an interplay of principle-based and case-based reasoning, drawing on a knowledge mixture of basic principles, procedures, specific cases and recalled result features. Even though we usually present solutions and teach problem-solving as a systematic application of principles, real cognition is more complex. Associative thinking in terms of prior cases seems to be a strong natural tendency of both novices and experts. However novices are not easily able to discriminate the specific from the general, and tend to lack epistemic awareness and metacognitive skills. Our research findings will be illustrated by examples of student thinking on a basic reflection problem. Implications for learning and  instruction will be discussed.",Adriana Undreiu,http://www.per-central.org/perc/2008/detail.cfm?ID=792,"Mallinson Institute for Science Education, Western Michigan University","David Schuster
Physics Department and Mallinson Institute for Science Education
david.schuster@wmich.edu
269-387-5844

Betty Adams
Mallinson Institute for Science Education
Basmada@aol.com
269-387-5338",2008
721,Contributed Poster,Research on Student Use of Simulations,"The Physics Education Technology (PhET) project develops interactive, research-based simulations of physical phenomena that emphasize interactivity, animation, and real world connections. We are seeking a better understanding of how students learn from simulations (sims) in order to inform both simulation design and use.� We find that the type of guidance provided to the student controls the amount of independent exploration and inquiry in which the students engage. It is common for teachers to create activities that include specific instruction on how to manipulate the sim, but too much
 instruction seems to limit the benefits of a complex simulated environment.  We will report on our recent research in this regard, involving careful study of students' interaction with a few select sims.  Results of this study improve our understanding of how students learn complex physical concepts using sims, and have implications for designing effective sim-based in-class activities, homework and labs.",Archie Paulson,http://www.per-central.org/perc/2008/detail.cfm?ID=721,University of Colorado,"Kathrine Perkins *
Wendy Adams *
(* contact and affiliation information is the same as the primary author's)",2008
795,Contributed Poster,Resources Students Use to Understand Quantum Mechanical Operators,"The Paradigms team at Oregon State University has developed a quantum mechanics curriculum aimed at middle division students that begins with a strong emphasis on using matrices and Dirac notation to describe quantum systems. This content ordering relies on students being able to understand quantum mechanical operators, eigenstates and quantum measurement without prior instruction on wave functions. We have analyzed classroom video and student interviews to identify resources students use when considering these quantum ideas. Identification of these resources will inform introductory curricula that are prerequisite to the quantum Paradigms and inform the development of Paradigms materials that will guide students to use these resources productively.",Elizabeth Gire,http://www.per-central.org/perc/2008/detail.cfm?ID=795,Oregon State University,"Leonard Cerny
Oregon State University
cernyl@onid.orst.edu 

Corinne Manogue
Oregon State University
corinne@physics.oregonstate.edu",2008
790,Contributed Poster,Southwest Ohio Science Institutes: A Partnership Model for Professional Development,"I am in the third year of an Ohio Math Science Partnership (OMSP) called the Southwest Ohio Science Institutes (SOSI). I am working with faculty from several area universities and curriculum specialists from many school districts to plan and deliver professional development to hundreds of teachers each summer. The Math Science Partnerships are funded by the No Child Left Behind Act and administered by the states. They require partnerships between science, technology, engineering and mathematics (STEM) faculty and school districts. I will describe the partnership we have as we run SOSI, paying special attention to the contributions of STEM faculty. Faculty help plan the institutes, review curriculum, help deliver instruction, and participate in Ask a Scientist and Ask a Mathematician programs during the school year.",Jennifer Blue,http://www.per-central.org/perc/2008/detail.cfm?ID=790,Miami University,,2008
743,Contributed Poster,Student Difficulty with Vector Field Notation in Upper Level E&M,An upper level E&M course (i.e. based on Griffiths) involves the extensive integration of vector calculus concepts and notation with abstract physics concepts like field and potential.  We hope that students take what they have learned in their math classes and apply it to help represent and make sense of the physics.  This poster looks at how students in an upper level E&M course interpret (i) mathematical notation used to represent vectors and vector fields and (ii) diagrams used to represent vector fields.  I present preliminary data from student interviews and paper and pencil worksheets that suggest some difficulties with interpretation are related to ambiguities in notation that are context dependent.,Brant Hinrichs,http://www.per-central.org/perc/2008/detail.cfm?ID=743,"Drury University, Physics Department",,2008
764,Contributed Poster,Student Response to Instruction: When and How Much?,"In the physics education research community, a common format for evaluation is pre- and post-tests. At The Ohio State University, we take advantage of our large class sizes by collecting more frequent data points. The data cover the first two quarters (mechanics, E&M) of a calculus-based introductory sequence populated primarily by first- and second-year engineering majors. Different subpopulations of students are evaluated every week of the quarter using a variety of conceptual and procedural tasks related to different topics in the curriculum. Unsurprisingly for a traditional introductory course, there is little change on many conceptual questions. However, some student ideas peak and decay during a quarter, a pattern expected from memory research yet unpredicted by pre-/post-testing.  In addition, some correct ideas decrease dramatically when newer topics interfere with prior knowledge.   This research is partially supported by a grant from the Institute of Education Sciences, U.S. Department of Education (#R305H050125).",Eleanor C Sayre,http://www.per-central.org/perc/2008/detail.cfm?ID=764,Ohio State University,"Andrew F Heckler, Ohio State University, heckler.6@osu.edu",2008
763,Contributed Poster,Student Understanding of P-V Diagrams and Conceptions about Integration,"As part of ongoing research into upper-level undergraduate student understanding of thermodynamics at the University of Maine, we report on students' understanding of thermodynamic work, internal energy and the associated mathematics.
 New interview data of physics majors, as well as written data obtained in a calculus III class, support our previous findings and provide for a more in-depth look into factors impacting student difficulties with thermodynamic quantities.
Analysis of written and interview data has revealed student conceptions about integration that might otherwise be interpreted as conceptual difficulties with the physics.  The data suggest that students' application of the state function concept to thermodynamic work may be due in part to incorrect conceptions regarding integration.  The data also suggest that students lack the correct mathematical foundation of the state function concept, which may be a factor in its indiscriminate application.",Evan B. Pollock,http://www.per-central.org/perc/2008/detail.cfm?ID=763,University of Maine,"Brandon R. Bucy
University of Maine;

John R. Thompson
University of Maine;

Donald B. Mountcastle
University of Maine",2008
720,Contributed Poster,Student Understanding of Quantum Measurement and Uncertainty,"Introductory courses in classical physics appear to be promoting in students a perspective we are calling local realism, where, for example, it is assumed that a particles position and momentum have simultaneous reality  both physical quantities can be described with well-defined values at all times.  Such a perspective can be problematic for introductory quantum physics students, who must develop new epistemic and ontological resources in order to properly interpret what it means to have knowledge of quantum observables.  We document this evolution in student thinking in part through pre/post-instruction evaluations using the CLASS survey.[1]  We further characterize variations in student epistemic and ontological commitments by examining responses to coupled essay questions and quantum attitudes statements.  We find that, despite performance level in the course, many students are still exhibiting a realist perspective in some quantum contexts. We also find that this effect can be significantly influenced by instruction, where we observe variations for courses with differing learning goals.

[1] Adams, et al. ""The design and validation of the Colorado Learning Attitudes about Science Survey,"" PERC Proceedings 2004.",Charles Baily,http://www.per-central.org/perc/2008/detail.cfm?ID=720,"University of Colorado, Boulder/Department of Physics","Noah Finkelstein
University of Colorado, Boulder
Department of Physics
UCB 390
Boulder, CO 80309-0309
(303) 735-6082",2008
812,Contributed Poster,Students' Understanding of Inclined Planes Using the CoMPASS Curriculum,"We discuss how students enrolled in a conceptual physics class for future elementary school teachers progress through the CoMPASS (Concept Map Project-based Activity Scaffolding System) curriculum for inclined planes.  The curriculum challenges students to design the best inclined plane to lift a pool table into a van.  We have found that students typically predict the correct type of board (long and smooth) to complete the challenge, but their responses include evidence of both physics and everyday reasoning.  After working through the materials, the majority of students understand the relationship between distance and force in the inclined plane as well as why the inclined plane is useful to lift heavy objects.  However, students have difficulty both relating a planes steepness to the force required to pull an object and discussing work in a scientifically correct manner.",Jacquelyn J. Haynicz,http://www.per-central.org/perc/2008/detail.cfm?ID=812,Kansas State University,"N. Sanjay Rebello
Department of Physics, Kansas State University

Sadhana Puntambekar
Dept. of Educational Psychology, University of Wisconsin, Madison",2008
811,Contributed Poster,Students' Use of Structure Maps to Facilitate Problem Solving in Algebra-Based Physics,"In this study we explore the use of expert-designed structure maps by students in an algebra-based physics course and the evolution of these maps based upon students reactions and feedback collected over one semester.  Eleven participants were trained to use structure maps while solving problems sharing similar deep-structure elements.  The 11 participants were divided into two groups of six and five students each.  Each group met for one hour every week to work on the problems.  We report here on the ways in which students used the structure maps during the interviews, the difficulties faced by students as they attempted to use these maps as well as the feedback offered by students regarding the maps.  We also report on how we changed the maps based on feedback from the students and to facilitate their use during problem solving.",Fran Mateycik,http://www.per-central.org/perc/2008/detail.cfm?ID=811,Kansas State University,"David H. Jonassen
Department of Educational Psychology, University of Missouri, Columbia, MO 65211

N. Sanjay Rebello
Department of Physics, Kansas State University, Manhattan, KS 66506-2601",2008
808,Contributed Poster,Studio Physics at the Colorado School of Mines: Studying the Implementation,"Over the past year we have converted the second semester of our calculus-based introductory physics course course to a Studio Physics format, starting from a traditional lecture-based format.  This process is taking place in two stages.  First, the curriculum was redistributed to fit our part Studio/part lecture course structure.  Second, and based on the results of a variety of assessments, we continue to refine the course on a semester-by-semester basis.  In this poster, we describe the conversion process from traditional to studio format, discuss the PER-based improvements that we have implemented, and identify areas of interest for further study.  We characterize our progress via several metrics, including pre/post Conceptual Survey of Electricity and Magnetism (CSEM) scores, Colorado Learning Attitudes about Science Survey (CLASS) scores, solicited student comments, failure rates, and exam scores.   Initial results are positive:  Despite maintaining course standards, students are less likely to fail and are performing better on certain course tasks.",Patrick B. Kohl,http://www.per-central.org/perc/2008/detail.cfm?ID=808,Colorado School of Mines,"H. Vincent Kuo, Todd G. Ruskell
Colorado School of Mines",2008
749,Contributed Poster,Targeting Student Success and Retention through Development of Scientific Reasoning Skills,"SM 101, Scientific Thought and Method, was designed to target students interested in majoring in science but who entered college unprepared for the academic rigors of such degrees.  The course integrates explicit scientific reasoning training techniques into the context of multi-disciplinary scientific investigations in an effort to develop those skills deemed necessary for success in future majors courses.  Targeted skills include proportional, probabilistic, correlational, and hypothetico-deductive reasoning as well as identification and control of variables and cohesive scientific arguments.  The course was piloted in Fall 2007 and Spring 2008 to roughly 50 students.  The poster will include specifics about the course, course curriculum, and the results of the study that was implemented to determine the effectiveness of SM 101 at meeting its objectives.  Successes, as well as challenges, will be addressed in terms of how the course will be modified for Fall quarter 2008.  Supported by NSF grant number DUE-0622466.",Kathleen Koenig,http://www.per-central.org/perc/2008/detail.cfm?ID=749,Wright State University,"Melissa Schen, Wright State University
Doug Bradley-Hutchison, Sinclair Community College
Michele Wheatly, Wright State University",2008
739,Contributed Poster,The Difficulties in Turning Students into Numbers,"While the qualitative classification of student responses is often practiced within PER, quantitative methods open up a large set of analysis tools that are unavailable to qualitative methods.  However, since PER data is based on student responses, there are often several difficulties that arise in taking those responses and turning them into quantitative measures.  Using methods and tools from the field of classification (data mining), we look at how the type of question being asked (e.g., multiple choice, free response, ranking task) determines what kind of measurement can appropriately be made and how that in turn effects the mathematics of comparison.  We also examine the extent to which, when using a hierarchical clustering method, the resolution of quantitative ties  responses that are determined to be equidistant to more than one classification category  leads to changes in the final classification.",R. Padraic Springuel,http://www.per-central.org/perc/2008/detail.cfm?ID=739,University of Maine,"John R. Thompson, University of Maine; Michael C. Wittmann, University of Maine",2008
